Variable,MAE,RMSE,MAPE,R2
Temperatura,2.412462653915393,3.0149267394915715,28.223588854697944,0.4656304881480786
Precipitación,42118.20613569806,55752.14673201919,75931.83878586057,0.47130567328917233
